AllCCS ID,Name,Structure,Formula,Type,Adduct,m/z,CCS,Confidence level,Update date
AllCCS00001867,14(S)-HDHA,CCC(=C(CC(=C(CC(C(=C(C(=C(CC(=C(CC(=C(CCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])[H])[H])[H])[H],C22H32O3,Experimental CCS,[M+Na]+,367.2244,190.1,3,2019-08-12
AllCCS00001867,14(S)-HDHA,CCC(=C(CC(=C(CC(C(=C(C(=C(CC(=C(CC(=C(CCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])[H])[H])[H])[H],C22H32O3,Experimental CCS,[M-H]-,343.2278,190.2,3,2019-08-12
AllCCS00001868,17(S)-HDHA,CCC(=C(CC(C(=C(C(=C(CC(=C(CC(=C(CC(=C(CCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])[H])[H],C22H32O3,Experimental CCS,[M+Na]+,367.2244,191.5,3,2019-08-12
AllCCS00001868,17(S)-HDHA,CCC(=C(CC(C(=C(C(=C(CC(=C(CC(=C(CC(=C(CCC(=O)O)[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H])[H])[H],C22H32O3,Experimental CCS,[M-H]-,343.2278,194.8,3,2019-08-12
AllCCS00001869,Carbocyclic Thromboxane A2,CCCCCC(C=CC1CC2CC(C2)C1CC=CCCCC(=O)O)O,C22H36O3,Experimental CCS,[M+Na]+,371.2557,203.6,3,2019-08-12
AllCCS00001869,Carbocyclic Thromboxane A2,CCCCCC(C=CC1CC2CC(C2)C1CC=CCCCC(=O)O)O,C22H36O3,Experimental CCS,[M-H]-,347.2591,201.1,3,2019-08-12
AllCCS00001870,Lipoxin A4,CCCCCC(C(=C(C(=C(C(=C(C(=C(C(C(CCCC(=O)O)(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H],C20H32O5,Experimental CCS,[M+Na]+,375.2143,197.9,1,2022-10-07
AllCCS00001870,Lipoxin A4,CCCCCC(C(=C(C(=C(C(=C(C(=C(C(C(CCCC(=O)O)(O)[H])(O)[H])[H])[H])[H])[H])[H])[H])[H])[H])(O)[H],C20H32O5,Experimental CCS,[M-H]-,351.2177,194.0,1,2022-10-07
AllCCS00001871,11B-Prostaglandin F2 alpha,CCCCCC(C(=C(C1(C(CC(=C(CCCC(=O)O)[H])[H])(C(CC1(O)[H])(O)[H])[H])[H])[H])[H])(O)[H],C20H34O5,Experimental CCS,[M-H]-,353.2333,194.1,3,2019-08-12
AllCCS00001872,Dinoprost,CCCCCC(C(=C(C1(C(CC(=C(CCCC(=O)O)[H])[H])(C(CC1(O)[H])(O)[H])[H])[H])[H])[H])(O)[H],C20H34O5,Experimental CCS,[M+Na]+,377.2299,205.7,3,2022-10-07
AllCCS00001872,Dinoprost,CCCCCC(C(=C(C1(C(CC(=C(CCCC(=O)O)[H])[H])(C(CC1(O)[H])(O)[H])[H])[H])[H])[H])(O)[H],C20H34O5,Experimental CCS,[M-H]-,353.2333,194.8,1,2022-10-07
AllCCS00001873,8-iso-Prostaglandin F2 alpha,CCCCCC(C(=C(C1(C(CC(=C(CCCC(=O)O)[H])[H])(C(CC1(O)[H])(O)[H])[H])[H])[H])[H])(O)[H],C20H34O5,Experimental CCS,[M+Na]+,377.2299,199.0,1,2022-10-07
AllCCS00001873,8-iso-Prostaglandin F2 alpha,CCCCCC(C(=C(C1(C(CC(=C(CCCC(=O)O)[H])[H])(C(CC1(O)[H])(O)[H])[H])[H])[H])[H])(O)[H],C20H34O5,Experimental CCS,[M-H]-,353.2333,197.3,1,2022-10-07
AllCCS00001874,5-iPF2alpha-VI,CCCCCC(=C(CC1(C(C(=C(C(CCCC(=O)O)(O)[H])[H])[H])(C(CC1(O)[H])(O)[H])[H])[H])[H])[H],C20H34O5,Experimental CCS,[M+Na]+,377.2299,205.5,3,2019-08-12
AllCCS00001874,5-iPF2alpha-VI,CCCCCC(=C(CC1(C(C(=C(C(CCCC(=O)O)(O)[H])[H])[H])(C(CC1(O)[H])(O)[H])[H])[H])[H])[H],C20H34O5,Experimental CCS,[M-H]-,353.2333,195.0,3,2019-08-12
AllCCS00001875,Thromboxane B2,CCCCCC(C(=C(C1(C(CC(=C(CCCC(=O)O)[H])[H])(C(CC(O)(O1)[H])(O)[H])[H])[H])[H])[H])(O)[H],C20H34O6,Experimental CCS,[M+Na]+,393.2248,202.1,3,2019-08-12
AllCCS00001875,Thromboxane B2,CCCCCC(C(=C(C1(C(CC(=C(CCCC(=O)O)[H])[H])(C(CC(O)(O1)[H])(O)[H])[H])[H])[H])[H])(O)[H],C20H34O6,Experimental CCS,[M-H]-,369.2282,194.4,3,2019-08-12
AllCCS00001876,DG (12:0/12:0),CCCCCCCCCCCC(=O)OCC(CO)(OC(CCCCCCCCCCC)=O)[H],C27H52O5,Experimental CCS,[M-H]-,455.3742,211.8,3,2020-10-13
AllCCS00001877,LPS (16:0/0:0),CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(C(=O)O)(N)[H])(O)[H],C22H44NO9P,Experimental CCS,[M+H]+,498.2827,222.8,3,2020-10-13
AllCCS00001877,LPS (16:0/0:0),CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(C(=O)O)(N)[H])(O)[H],C22H44NO9P,Experimental CCS,[M+Na]+,520.2647,228.7,3,2020-10-13
AllCCS00001877,LPS (16:0/0:0),CCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(C(=O)O)(N)[H])(O)[H],C22H44NO9P,Experimental CCS,[M-H]-,496.2681,222.7,3,2020-10-13
AllCCS00001878,GalCer (d18:1/12:0),CCCCCCCCCCCCCC(=C(C(C(COC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])(N=C(CCCCCCCCCCC)O)[H])(O)[H])[H])[H],C36H69NO8,Experimental CCS,[M+H]+,644.5096,271.1,3,2019-08-12
AllCCS00001878,GalCer (d18:1/12:0),CCCCCCCCCCCCCC(=C(C(C(COC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])(N=C(CCCCCCCCCCC)O)[H])(O)[H])[H])[H],C36H69NO8,Experimental CCS,[M+Na]+,666.4916,266.8,3,2019-08-12
AllCCS00001878,GalCer (d18:1/12:0),CCCCCCCCCCCCCC(=C(C(C(COC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])(N=C(CCCCCCCCCCC)O)[H])(O)[H])[H])[H],C36H69NO8,Experimental CCS,[M-H]-,642.495,262.0,3,2019-08-12
AllCCS00001879,PE (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M+H]+,744.5538,280.6,3,2020-10-13
AllCCS00001879,PE (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M+Na]+,766.5358,287.6,3,2020-10-13
AllCCS00001879,PE (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M-H]-,742.5392,274.9,3,2020-10-13
AllCCS00001880,PE (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M+H]+,744.5538,279.0,Conflict,2022-10-07
AllCCS00001880,PE (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M+Na]+,766.5358,284.2,Conflict,2022-10-07
AllCCS00001880,PE (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M-H+2Na]+,788.5178,281.3,3,2022-10-07
AllCCS00001880,PE (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M+K]+,782.5097,280.7,3,2022-10-07
AllCCS00001880,PE (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCCN)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C41H78NO8P,Experimental CCS,[M-H]-,742.5392,272.6,2,2022-10-07
AllCCS00001881,PG(17:0/17:0),CCCCCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)(O)[H])(OC(CCCCCCCCCCCCCCCC)=O)[H],C40H79O10P,Experimental CCS,[M-H]-,749.5338,277.5,3,2020-10-13
AllCCS00001882,PG (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)(O)[H])(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C42H79O10P,Experimental CCS,[M+H]+,775.5484,294.8,3,2020-10-13
AllCCS00001882,PG (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)(O)[H])(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C42H79O10P,Experimental CCS,[M+Na]+,797.5304,285.3,3,2020-10-13
AllCCS00001882,PG (18:1/18:1) (del9-trans),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)(O)[H])(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C42H79O10P,Experimental CCS,[M-H]-,773.5338,283.0,3,2020-10-13
AllCCS00001883,PG (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)(O)[H])(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C42H79O10P,Experimental CCS,[M+H]+,775.5484,294.5,3,2020-10-13
AllCCS00001883,PG (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)(O)[H])(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C42H79O10P,Experimental CCS,[M+Na]+,797.5304,289.3,3,2020-10-13
AllCCS00001883,PG (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(O)(=O)OCC(CO)(O)[H])(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C42H79O10P,Experimental CCS,[M-H]-,773.5338,282.7,3,2020-10-13
AllCCS00001884,PC (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C44H84NO8P,Experimental CCS,[M+H]+,786.6008,297.9,2,2022-10-07
AllCCS00001884,PC (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C44H84NO8P,Experimental CCS,[M+Na]+,808.5828,300.8,2,2022-10-07
AllCCS00001884,PC (18:1/18:1) (del9-cis),CCCCCCCCC(=C(CCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)(OC(CCCCCCCC(=C(CCCCCCCC)[H])[H])=O)[H])[H])[H],C44H84NO8P,Experimental CCS,[M-H]-,784.5862,279.5,3,2022-10-07
AllCCS00001885,gamma- + beta-Tocopherol,CC(C)CCCC(C)(CCCC(C)(CCCC1(C)CCC2=C(C)C(=CC(C)=C2O1)O)[H])[H],C28H48O2,Experimental CCS,[M+H]+,417.3727,212.2,3,2019-08-12
AllCCS00001885,gamma- + beta-Tocopherol,CC(C)CCCC(C)(CCCC(C)(CCCC1(C)CCC2=C(C)C(=CC(C)=C2O1)O)[H])[H],C28H48O2,Experimental CCS,[M-H]-,415.3581,209.8,3,2019-08-12
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H2O+H]+,391.2843,199.6,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+H-2H2O]+,373.2737,203.3,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na]+,431.2769,207.8,Conflict,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H]-,407.2803,200.5,Conflict,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H2O-H]-,389.2697,196.4,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-2H]-,429.2623,197.0,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+HCOO]-,453.2858,202.5,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+K-H+HCOO]-,491.2416,209.2,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-H+Cl]-,465.2389,200.1,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-H+HCOO]-,475.2677,206.8,3,2022-10-07
AllCCS00001886,Hyocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H2O+HCOO]-,435.2752,197.8,3,2022-10-07
AllCCS00001887,Ursocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CC(C12C)(O)[H])(C4(C)CCC(CC4(CC3(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H]-,407.2803,205.1,3,2019-08-12
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+H-2H2O]+,373.2737,187.4,3,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na]+,431.2769,207.0,Conflict,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H]-,407.2803,202.4,Conflict,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H2O-H]-,389.2697,200.8,3,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-2H]-,429.2623,194.5,3,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+HCOO]-,453.2858,203.7,3,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+K-H+HCOO]-,491.2416,209.8,3,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-H+Cl]-,465.2389,201.0,3,2022-10-07
AllCCS00001888,alpha-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-H+HCOO]-,475.2677,207.8,3,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H2O+H]+,391.2843,201.3,3,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+H-2H2O]+,373.2737,192.4,3,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na]+,431.2769,211.7,Conflict,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M-H]-,407.2803,198.8,Conflict,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-2H]-,429.2623,202.8,3,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+HCOO]-,453.2858,201.9,3,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+K-H+HCOO]-,491.2416,209.2,3,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-H+Cl]-,465.2389,201.3,3,2022-10-07
AllCCS00001889,beta-Muricholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(C(C3(O)[H])(O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O5,Experimental CCS,[M+Na-H+HCOO]-,475.2677,206.0,3,2022-10-07
AllCCS00001890,Sulfolithocholic Acid,CC(CCC(=O)O)(C1(CCC2(C3(CCC4(CC(CCC4(C)C3(CCC12C)[H])(OS(O)(=O)=O)[H])[H])[H])[H])[H])[H],C24H40O6S,Experimental CCS,[M-H]-,455.2473,212.2,3,2019-08-12
AllCCS00001891,Chenodeoxycholic Acid (S),CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(CC3(O)[H])[H])(OS(O)(=O)=O)[H])[H])[H])[H])[H])[H],C24H40O7S,Experimental CCS,[M-H]-,471.2422,206.6,3,2022-10-07
AllCCS00001891,Chenodeoxycholic Acid (S),CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(CC3(O)[H])[H])(OS(O)(=O)=O)[H])[H])[H])[H])[H])[H],C24H40O7S,Experimental CCS,[M-SO3-H]-,391.2853,202.7,3,2022-10-07
AllCCS00001891,Chenodeoxycholic Acid (S),CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(CC3(O)[H])[H])(OS(O)(=O)=O)[H])[H])[H])[H])[H])[H],C24H40O7S,Experimental CCS,[M-SO3-H2O-H]-,373.2748,199.1,3,2022-10-07
AllCCS00001891,Chenodeoxycholic Acid (S),CC(CCC(=O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(CC3(O)[H])[H])(OS(O)(=O)=O)[H])[H])[H])[H])[H])[H],C24H40O7S,Experimental CCS,[M-SO3-2H2O+H]+,357.2789,186.7,3,2022-10-07
AllCCS00001892,Cholic Acid (S),CC(CCC(=O)O)(C1(CCC2(C3(C(CC(C12C)(O)[H])(C4(C)CCC(CC4(CC3(OS(O)(=O)=O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C24H40O8S,Experimental CCS,[M-H]-,487.2371,211.1,3,2019-08-12
AllCCS00001893,Glycochenodeoxycholic Acid (S),CC(CCC(=NCC(=O)O)O)(C1(CCC2(C3(C(CCC12C)(C4(C)CCC(CC4(CC3(OS(O)(=O)=O)[H])[H])(O)[H])[H])[H])[H])[H])[H],C26H43NO8S,Experimental CCS,[M-H]-,528.2636,218.8,3,2019-08-12
AllCCS00001894,Methylsuccinic Acid,CC(CC(=O)O)C(=O)O,C5H8O4,Experimental CCS,[M-H]-,131.035,124.3,3,2019-08-12
AllCCS00001895,Abscisic Acid,CC(C(=C(C1(C(C)=CC(CC1(C)C)=O)O)[H])[H])=C(C(=O)O)[H],C15H20O4,Experimental CCS,[M+H]+,265.1435,160.6,3,2019-08-12
AllCCS00001895,Abscisic Acid,CC(C(=C(C1(C(C)=CC(CC1(C)C)=O)O)[H])[H])=C(C(=O)O)[H],C15H20O4,Experimental CCS,[M+Na]+,287.1255,176.2,3,2019-08-12
AllCCS00001895,Abscisic Acid,CC(C(=C(C1(C(C)=CC(CC1(C)C)=O)O)[H])[H])=C(C(=O)O)[H],C15H20O4,Experimental CCS,[M-H]-,263.1289,174.4,3,2019-08-12
AllCCS00001896,Secologanin,C=CC1(C(CC=O)(C(=COC1(OC2(C(C(C(C(CO)(O2)[H])(O)[H])(O)[H])(O)[H])[H])[H])C(=O)OC)[H])[H],C17H24O10,Experimental CCS,[M+Na]+,411.1262,192.0,3,2019-08-12
AllCCS00001896,Secologanin,C=CC1(C(CC=O)(C(=COC1(OC2(C(C(C(C(CO)(O2)[H])(O)[H])(O)[H])(O)[H])[H])[H])C(=O)OC)[H])[H],C17H24O10,Experimental CCS,[M-H]-,387.1296,191.6,3,2019-08-12
AllCCS00001897,2-(beta-Glucosyl)glycerol,C(C(CO)OC1(C(C(C(C(CO)(O1)[H])(O)[H])(O)[H])(O)[H])[H])O,C9H18O8,Experimental CCS,[M-H]-,253.0929,157.3,3,2019-08-12
AllCCS00001898,Citramalic Acid,CC(CC(=O)O)(C(=O)O)O,C5H8O5,Experimental CCS,[M+Na]+,171.0265,133.2,1,2019-08-12
AllCCS00001898,Citramalic Acid,CC(CC(=O)O)(C(=O)O)O,C5H8O5,Experimental CCS,[M-H]-,147.0299,123.2,2,2019-08-12
AllCCS00001899,13-OxoODE,CCCCCC(C(=C(C(=C(CCCCCCCC(=O)O)[H])[H])[H])[H])=O,C18H30O3,Experimental CCS,[M+H]+,295.2268,179.3,1,2022-10-07
AllCCS00001899,13-OxoODE,CCCCCC(C(=C(C(=C(CCCCCCCC(=O)O)[H])[H])[H])[H])=O,C18H30O3,Experimental CCS,[M+Na]+,317.2088,193.4,1,2022-10-07
AllCCS00001899,13-OxoODE,CCCCCC(C(=C(C(=C(CCCCCCCC(=O)O)[H])[H])[H])[H])=O,C18H30O3,Experimental CCS,[M-H]-,293.2122,180.4,1,2022-10-07
AllCCS00001900,9-OxoODE,CCCCCC(=C(C(=C(C(CCCCCCCC(=O)O)=O)[H])[H])[H])[H],C18H30O3,Experimental CCS,[M+H]+,295.2268,184.2,3,2019-08-12
AllCCS00001900,9-OxoODE,CCCCCC(=C(C(=C(C(CCCCCCCC(=O)O)=O)[H])[H])[H])[H],C18H30O3,Experimental CCS,[M+Na]+,317.2088,199.5,3,2019-08-12
AllCCS00001900,9-OxoODE,CCCCCC(=C(C(=C(C(CCCCCCCC(=O)O)=O)[H])[H])[H])[H],C18H30O3,Experimental CCS,[M-H]-,293.2122,180.6,3,2019-08-12
AllCCS01127632,Perfluorohexanesulfonamide,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H2F13NO2S,Experimental CCS,[M-H]-,397.9526,152.0,3,2022-10-07
AllCCS01200859,1-[4-Amino-3-chloro-5-(trifluoromethyl)phenyl]-2-[(2-methylbutan-2-yl)amino]ethan-1-ol--hydrogen chloride (1/1),CCC(C)(C)NCC(O)C1=CC(=C(N)C(Cl)=C1)C(F)(F)F,C14H20ClF3N2O,Experimental CCS,[M+H]+,325.1289,172.4,3,2022-10-08
